cell_id,ndvi_mean
-30.2500_-66.2500,0.4180158264947245
-30.2500_-66.5000,0.42448522860492377
-30.2500_-66.7500,0.40370890973036344
-30.2500_-67.0000,0.32833153575615476
-30.2500_-67.2500,0.32891289566236814
-30.2500_-67.5000,0.24240457209847596
-30.2500_-67.7500,0.21592883939038687
-30.2500_-68.0000,0.24142614302461898
-30.5000_-56.5000,0.6266287221570926
-30.5000_-56.7500,0.6069556858147714
-30.5000_-57.0000,0.6465792497069168
-30.5000_-57.2500,0.6030684642438453
-30.5000_-57.5000,0.631933411488863
-30.5000_-57.7500,0.6565593200468933
-30.5000_-58.0000,0.7045443141852287
-30.5000_-58.2500,0.6350062133645955
-30.5000_-58.5000,0.6447420867526378
-30.5000_-58.7500,0.6170361078546308
-30.5000_-59.0000,0.6070044548651817
-30.5000_-59.2500,0.5788164126611958
-30.5000_-59.5000,0.6110246189917937
-30.5000_-59.7500,0.6886766705744432
-30.5000_-60.0000,0.5789739742086752
-30.5000_-60.2500,0.616140328253224
-30.5000_-60.5000,0.5873810082063305
-30.5000_-60.7500,0.5537629542790152
-30.5000_-61.0000,0.5775914419695193
-30.5000_-61.2500,0.511609613130129
-30.5000_-61.5000,0.488632121922626
-30.5000_-61.7500,0.5229817116060962
-30.5000_-62.0000,0.5151977725674092
-30.5000_-62.2500,0.2456706916764361
-30.5000_-62.5000,-0.015688511137162953
-30.5000_-62.7500,0.1537973036342321
-30.5000_-63.0000,0.15303833528722155
-30.5000_-63.2500,0.1421158264947245
-30.5000_-63.5000,0.45581723329425555
-30.5000_-63.7500,0.3941216881594373
-30.5000_-64.0000,0.4193744431418523
-30.5000_-64.2500,0.5030874560375147
-30.5000_-64.5000,0.4852723329425557
-30.5000_-64.7500,0.46878898007034
-30.5000_-65.0000,0.4788141852286049
-30.5000_-65.2500,0.6112195779601407
-30.5000_-65.5000,0.23235732708089096
-30.5000_-65.7500,0.4863547479484174
-30.5000_-66.0000,0.46585592028135997
-30.5000_-66.2500,0.46928335287221573
-30.5000_-66.5000,0.3437465416178195
-30.5000_-66.7500,0.320720164126612
-30.5000_-67.0000,0.3160757327080891
-30.5000_-67.2500,0.3061618991793669
-30.5000_-67.5000,0.28887162954279016
-30.5000_-67.7500,0.349453223915592
-30.5000_-68.0000,0.172489449003517
-30.7500_-56.2500,0.6327223915592028
-30.7500_-56.5000,0.6318248534583821
-30.7500_-56.7500,0.6394678780773739
-30.7500_-57.0000,0.6388153575615475
-30.7500_-57.2500,0.6264709261430247
-30.7500_-57.5000,0.6000879249706916
-30.7500_-57.7500,0.5802647127784291
-30.7500_-58.0000,0.5686819460726846
-30.7500_-58.2500,0.619529308323564
-30.7500_-58.5000,0.6250105509964831
-30.7500_-58.7500,0.6720671746776086
-30.7500_-59.0000,0.647835756154748
-30.7500_-59.2500,0.6144560375146542
-30.7500_-59.5000,0.596604103165299
-30.7500_-59.7500,0.6480746776084408
-30.7500_-60.0000,0.5690854630715123
-30.7500_-60.2500,0.5429487690504103
